name,type,mana_cost,power,toughness,rarity,colors,text
Fear of Isolation,Enchantment Creature — Nightmare,{1}{U},2,3,uncommon,U,"As an additional cost to cast this spell, return a permanent you control to its owner's hand.
Flying"
Floodpits Drowner,Creature — Merfolk,{1}{U},2,1,uncommon,U,"Flash
Vigilance
When this creature enters, tap target creature an opponent controls and put a stun counter on it.
{1}{U}, {T}: Shuffle this creature and target creature with a stun counter on it into their owners' libraries."
Get Out,Instant,{U}{U},,,uncommon,U,"Choose one —
• Counter target creature or enchantment spell.
• Return one or two target creatures and/or enchantments you own to your hand."
Ghostly Keybearer,Creature — Spirit,{3}{U},3,3,uncommon,U,"Flying
Whenever this creature deals combat damage to a player, unlock a locked door of up to one target Room you control."
Glimmerburst,Instant,{3}{U},,,common,U,Draw two cards. Create a 1/1 white Glimmer enchantment creature token.
Leyline of Transformation,Enchantment,{2}{U}{U},,,rare,U,"If this card is in your opening hand, you may begin the game with it on the battlefield.
As this enchantment enters, choose a creature type.
Creatures you control are the chosen type in addition to their other types. The same is true for creature spells you control and creature cards you own that aren't on the battlefield."
Marina Vendrell's Grimoire,Legendary Artifact,{5}{U},,,rare,U,"When Marina Vendrell's Grimoire enters, if you cast it, draw five cards.
You have no maximum hand size and don't lose the game for having 0 or less life.
Whenever you gain life, draw that many cards.
Whenever you lose life, discard that many cards. Then if you have no cards in hand, you lose the game."
Meat Locker // Drowned Diner,Enchantment — Room,{2}{U},,,common,U,"When you unlock this door, tap up to one target creature and put two stun counters on it. (If a permanent with a stun counter would become untapped, remove one from it instead.)
(You may cast either half. That door unlocks on the battlefield. As a sorcery, you may pay the mana cost of a locked door to unlock it.)"
The Mindskinner,Legendary Enchantment Creature — Nightmare,{U}{U}{U},10,1,rare,U,"The Mindskinner can't be blocked.
If a source you control would deal damage to an opponent, prevent that damage and each opponent mills that many cards."
Mirror Room // Fractured Realm,Enchantment — Room,{2}{U},,,mythic,U,"When you unlock this door, create a token that's a copy of target creature you control, except it's a Reflection in addition to its other creature types.
(You may cast either half. That door unlocks on the battlefield. As a sorcery, you may pay the mana cost of a locked door to unlock it.)"
Overlord of the Floodpits,Enchantment Creature — Avatar Horror,{3}{U}{U},5,3,mythic,U,"Impending 4—{1}{U}{U} (If you cast this spell for its impending cost, it enters with four time counters and isn't a creature until the last is removed. At the beginning of your end step, remove a time counter from it.)
Flying
Whenever this permanent enters or attacks, draw two cards, then discard a card."
Paranormal Analyst,Creature — Human Detective,{1}{U},1,3,uncommon,U,"Whenever you manifest dread, put a card you put into your graveyard this way into your hand."
Piranha Fly,Creature — Fish Insect,{1}{U},2,1,common,U,"Flying
This creature enters tapped."
Scrabbling Skullcrab,Creature — Crab Skeleton,{U},0,3,uncommon,U,"Eerie — Whenever an enchantment you control enters and whenever you fully unlock a Room, target player mills two cards. (They put the top two cards of their library into their graveyard.)"
Silent Hallcreeper,Enchantment Creature — Horror,{1}{U},1,1,rare,U,"This creature can't be blocked.
Whenever this creature deals combat damage to a player, choose one that hasn't been chosen —
• Put two +1/+1 counters on this creature.
• Draw a card.
• This creature becomes a copy of another target creature you control."
Stalked Researcher,Creature — Human Wizard,{1}{U},3,3,common,U,"Defender
Eerie — Whenever an enchantment you control enters and whenever you fully unlock a Room, this creature can attack this turn as though it didn't have defender."
"Stay Hidden, Stay Silent",Enchantment — Aura,{1}{U},,,uncommon,U,"Enchant creature
When this Aura enters, tap enchanted creature.
Enchanted creature doesn't untap during its controller's untap step.
{4}{U}{U}: Shuffle enchanted creature into its owner's library, then manifest dread. Activate only as a sorcery."
The Tale of Tamiyo,Legendary Enchantment — Saga,{2}{U},,,rare,U,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after IV.)
I, II, III — Mill two cards. If two cards that share a card type were milled this way, draw a card and repeat this process.
IV — Exile any number of target instant, sorcery, and/or Tamiyo planeswalker cards from your graveyard. Copy them. You may cast any number of the copies."
Tunnel Surveyor,Creature — Human Detective,{2}{U},2,2,common,U,"When this creature enters, create a 1/1 white Glimmer enchantment creature token."
Twist Reality,Instant,{1}{U}{U},,,common,U,"Choose one —
• Counter target spell.
• Manifest dread. (Look at the top two cards of your library. Put one onto the battlefield face down as a 2/2 creature and the other into your graveyard. Turn it face up any time for its mana cost if it's a creature card.)"
Unable to Scream,Enchantment — Aura,{U},,,common,U,"Enchant creature
Enchanted creature loses all abilities and is a Toy artifact creature with base power and toughness 0/2 in addition to its other types.
As long as enchanted creature is face down, it can't be turned face up."
Underwater Tunnel // Slimy Aquarium,Enchantment — Room,{U},,,common,U,"When you unlock this door, surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)
(You may cast either half. That door unlocks on the battlefield. As a sorcery, you may pay the mana cost of a locked door to unlock it.)"
Unnerving Grasp,Sorcery,{2}{U},,,uncommon,U,Return up to one target nonland permanent to its owner's hand. Manifest dread. (Look at the top two cards of your library. Put one onto the battlefield face down as a 2/2 creature and the other into your graveyard. Turn it face up any time for its mana cost if it's a creature card.)
Unwilling Vessel,Creature — Human Wizard,{2}{U},3,2,uncommon,U,"Vigilance
Eerie — Whenever an enchantment you control enters and whenever you fully unlock a Room, put a possession counter on this creature.
When this creature dies, create an X/X blue Spirit creature token with flying, where X is the number of counters on this creature."
Vanish from Sight,Instant,{3}{U},,,common,U,Target nonland permanent's owner puts it on their choice of the top or bottom of their library. Surveil 1. (Look at the top card of your library. You may put it into your graveyard.)
Appendage Amalgam,Enchantment Creature — Horror,{2}{B},3,2,common,B,"Flash
Whenever this creature attacks, surveil 1. (Look at the top card of your library. You may put it into your graveyard.)"
Balemurk Leech,Creature — Leech,{1}{B},2,2,common,B,"Eerie — Whenever an enchantment you control enters and whenever you fully unlock a Room, each opponent loses 1 life."
Cackling Slasher,Creature — Human Assassin,{3}{B},3,3,common,B,"Deathtouch
This creature enters with a +1/+1 counter on it if a creature died this turn."
Come Back Wrong,Sorcery,{2}{B},,,rare,B,"Destroy target creature. If a creature card is put into a graveyard this way, return it to the battlefield under your control. Sacrifice it at the beginning of your next end step."
Commune with Evil,Sorcery,{2}{B},,,uncommon,B,Look at the top four cards of your library. Put one of them into your hand and the rest into your graveyard. You gain 3 life.
Cracked Skull,Enchantment — Aura,{2}{B},,,common,B,"Enchant creature
When this Aura enters, look at target player's hand. You may choose a nonland card from it. That player discards that card.
When enchanted creature is dealt damage, destroy it."
Cynical Loner,Creature — Human Survivor,{1}{B},3,1,uncommon,B,"This creature can't be blocked by Glimmers.
Survival — At the beginning of your second main phase, if this creature is tapped, you may search your library for a card, put it into your graveyard, then shuffle."
Dashing Bloodsucker,Creature — Vampire Warrior,{3}{B},2,5,uncommon,B,"Eerie — Whenever an enchantment you control enters and whenever you fully unlock a Room, this creature gets +2/+0 and gains lifelink until end of turn."
Defiled Crypt // Cadaver Lab,Enchantment — Room,{3}{B},,,uncommon,B,"Whenever one or more cards leave your graveyard, create a 2/2 black Horror enchantment creature token. This ability triggers only once each turn.
(You may cast either half. That door unlocks on the battlefield. As a sorcery, you may pay the mana cost of a locked door to unlock it.)"
Demonic Counsel,Sorcery,{1}{B},,,rare,B,"Search your library for a Demon card, reveal it, put it into your hand, then shuffle.
Delirium — If there are four or more card types among cards in your graveyard, instead search your library for any card, put it into your hand, then shuffle."
Derelict Attic // Widow's Walk,Enchantment — Room,{2}{B},,,common,B,"When you unlock this door, you draw two cards and you lose 2 life.
(You may cast either half. That door unlocks on the battlefield. As a sorcery, you may pay the mana cost of a locked door to unlock it.)"
Doomsday Excruciator,Creature — Demon,{B}{B}{B}{B}{B}{B},6,6,rare,B,"Flying
When this creature enters, if it was cast, each player exiles all but the bottom six cards of their library face down.
At the beginning of your upkeep, draw a card."
Enduring Tenacity,Enchantment Creature — Snake Glimmer,{2}{B}{B},4,3,rare,B,"Whenever you gain life, target opponent loses that much life.
When Enduring Tenacity dies, if it was a creature, return it to the battlefield under its owner's control. It's an enchantment. (It's not a creature.)"
Fanatic of the Harrowing,Creature — Human Cleric,{3}{B},2,2,common,B,"When this creature enters, each player discards a card. If you discarded a card this way, draw a card."
Fear of Lost Teeth,Enchantment Creature — Nightmare,{B},1,1,common,B,"When this creature dies, it deals 1 damage to any target and you gain 1 life."
Fear of the Dark,Enchantment Creature — Nightmare,{4}{B},5,5,common,B,"Whenever this creature attacks, if defending player controls no Glimmer creatures, it gains menace and deathtouch until end of turn. (A creature with menace can't be blocked except by two or more creatures.)"
Final Vengeance,Sorcery,{B},,,common,B,"As an additional cost to cast this spell, sacrifice a creature or enchantment.
Exile target creature."
Funeral Room // Awakening Hall,Enchantment — Room,{2}{B},,,mythic,B,"Whenever a creature you control dies, each opponent loses 1 life and you gain 1 life.
(You may cast either half. That door unlocks on the battlefield. As a sorcery, you may pay the mana cost of a locked door to unlock it.)"
Give In to Violence,Instant,{1}{B},,,common,B,Target creature gets +2/+2 and gains lifelink until end of turn.
Grievous Wound,Enchantment — Aura,{3}{B}{B},,,rare,B,"Enchant player
Enchanted player can't gain life.
Whenever enchanted player is dealt damage, they lose half their life, rounded up."
Innocuous Rat,Creature — Rat,{1}{B},1,1,common,B,"When this creature dies, manifest dread. (Look at the top two cards of your library. Put one onto the battlefield face down as a 2/2 creature and the other into your graveyard. Turn it face up any time for its mana cost if it's a creature card.)"
Killer's Mask,Artifact — Equipment,{2}{B},,,uncommon,B,"When this Equipment enters, manifest dread, then attach this Equipment to that creature. (Look at the top two cards of your library. Put one onto the battlefield face down as a 2/2 creature and the other into your graveyard. Turn it face up any time for its mana cost if it's a creature card.)
Equipped creature has menace.
Equip {2}"
